tupleapp/app	8b76517f56f1554cf288b74f97428cae3957f74a	15961	13803
tupleapp/app	a31a3b40a0b6fe69ce94aee2621c7797925c2c41	5	30
tupleapp/app	7be18411e50b3bcba0056de55491229c550840eb	1	0
tupleapp/app	7116eca3158655131ba22a9ad727df0e31084634	0	2
tupleapp/app	f3b75694e82a9b2d27e67e52e03ed373b5773326	146	52
tupleapp/app	14c803e8e6a529ad5da84bac3adbffa5c94bec45	1	2
tupleapp/app	3797064eef025cc582f05dd1231ef3e53ee9bda9	32	52
tupleapp/app	b57765a25808e5b0526e971a014b7386b3f45277	3	0
tupleapp/app	288bdabd15670f976a76d140d2fc638cfa2a2c20	18	17
tupleapp/app	1746a48e665fb03b4c3c3b307418d86f57d114a7	11	149
tupleapp/app	4220eaf9fd517ed2e5b46106b794d6f699b9ee71	55	42
