neurocyte/flow	d3159bf334ffbb36666518de829b327a7d917d39	72	26
neurocyte/flow	ff04602d1cb8928bf9d93c3c1588d7c1b413bc84	5	1
neurocyte/flow	f2a9cb0d6ae940425d0d377469a171876e11fbaa	4	1
marler8997/med	e6af40a91001983ba219970270bfce9a2cec5bb9	1	1
marler8997/med	7b937dbe01bd1af22fe93b308821f475c829c4bd	48	9
marler8997/med	82c7b2443bde193c8100b2d16638d69595452908	67	45
marler8997/med	ed5339be4e2feaed137a700d8ab5d78d9a47da5a	505	428
marler8997/med	c5b781bc3bbc60d2c7fd3dc548eb7eb2f9bb3a38	11	11
marler8997/med	e41ac0fb02ac49247e0a16a4779acb9662042939	215	42
marler8997/med	6476cf88cf97f4c60a0d8473719f69974b7a8466	614	353
marler8997/med	8e901c98b7e1aeccccabc9be51653858d96659ee	18	1
marler8997/med	0f3d3a2ea1331f96a7fbf778556d964459ebb51d	22	1
